ticker,name,short_name,hq_address,hq_address2,hq_city,hq_state,hq_zip,hq_country,phone,website,sector,industry,market_cap,enterprise_value,employees,currency,exchange,pe_ratio,forward_pe,dividend_yield,beta,52_week_high,52_week_low,business_summary
BKNG,Booking Holdings Inc.,Booking Holdings Inc. Common St,800 Connecticut Avenue,,Norwalk,CT,06854,United States,203 299 8000,https://www.bookingholdings.com,Consumer Cyclical,Travel Services,183553474560,186564427776,24800,USD,NMS,39.546818,26.988325,0.67,1.413,5839.41,3700.97,"Booking Holdings Inc., together with its subsidiaries, provides online and traditional travel and restaurant reservations and related services in the United States, the Netherlands, and internationally. The company operates Booking.com, which offers online accommodation reservations; and Priceline, which provides discount travel reservations services, as well as online accommodation, flight, rental car reservation services, vacation packages, cruises, activity, and hotel distribution services fo"
NVO,Novo Nordisk A/S,Novo Nordisk A/S,Novo Alle 1,,Bagsvaerd,,2880,Denmark,45 44 44 88 88,https://www.novonordisk.com,Healthcare,Drug Manufacturers - General,256922828800,326233423872,78387,USD,NYQ,14.205881,13.647419,3.12,0.274,139.74,45.05,"Novo Nordisk A/S, together with its subsidiaries, engages in the research and development, manufacture, and distribution of pharmaceutical products in Europe, the Middle East, Africa, Mainland China, Hong Kong, Taiwan, North America, and internationally. It operates in two segments, Diabetes and Obesity Care, and Rare Disease. The Diabetes and Obesity care segment provides products for diabetes, obesity, cardiovascular, and other emerging therapy areas. The Rare Disease segment offers products i"
JNJ,Johnson & Johnson,Johnson & Johnson,One Johnson & Johnson Plaza,,New Brunswick,NJ,08933,United States,732 524 0400,https://www.jnj.com,Healthcare,Drug Manufacturers - General,425457352704,456928722944,138100,USD,NYQ,18.914347,16.666037,2.95,0.399,181.16,140.68,"Johnson & Johnson, together with its subsidiaries, engages in the research and development, manufacture, and sale of various products in the healthcare field worldwide. It operates in two segments, Innovative Medicine and MedTech. The Innovative Medicine segment offers products for various therapeutic areas, such as immunology, including rheumatoid arthritis, psoriatic arthritis, inflammatory bowel disease, and psoriasis; infectious diseases comprising HIV/AIDS; neuroscience, consisting of mood "
MRK,"Merck & Co., Inc.","Merck & Company, Inc.",126 East Lincoln Avenue,,Rahway,NJ,07065,United States,908 740 4000,https://www.merck.com,Healthcare,Drug Manufacturers - General,210637783040,239133589504,73000,USD,NYQ,12.993837,8.971277,3.81,0.392,120.3,73.31,"Merck & Co., Inc. operates as a healthcare company worldwide. It operates through two segments, Pharmaceutical and Animal Health. The company offers human health pharmaceutical for various areas, including oncology, vaccines, hospital acute care, cardiovascular, virology, neuroscience, and diabetes under the Keytruda, Welireg, Gardasil, ProQuad, M-M-R II, Varivax, Vaxneuvance, RotaTeq, Pneumovax 23, Bridion, Dificid, Zerbaxa, Noxafil, Winrevair, Adempas, Verquvo, Lagevrio, Isentress/Isentress HD"
TMO,Thermo Fisher Scientific Inc.,Thermo Fisher Scientific Inc,168 Third Avenue,,Waltham,MA,02451,United States,781 622 1000,https://www.thermofisher.com,Healthcare,Diagnostics & Research,183638376448,213385969664,125000,USD,NYQ,28.126951,20.703066,0.35,0.748,627.88,385.46,"Thermo Fisher Scientific Inc. provides life sciences solutions, analytical instruments, specialty diagnostics, and laboratory products and biopharma services in the North America, Europe, Asia-Pacific, and internationally. The company's Life Sciences Solutions segment offers reagents, instruments, and consumables for biological and medical research, discovery and production of drugs and vaccines, as well as diagnosis of infections and diseases. Its Analytical Instruments segment provides instrum"
ISRG,"Intuitive Surgical, Inc.","Intuitive Surgical, Inc.",1020 Kifer Road,,Sunnyvale,CA,94086-5304,United States,408 523 2100,https://www.intuitive.com,Healthcare,Medical Instruments & Supplies,169344532480,164791959552,15638,USD,NMS,65.97765,60.10178,0.0,1.599,616.0,425.0,"Intuitive Surgical, Inc. develops, manufactures, and markets products that enable physicians and healthcare providers to enhance the quality of and access to minimally invasive care in the United States and internationally. The company offers the da Vinci Surgical System that enables surgical procedures using a minimally invasive approach; and Ion endoluminal system, which extends its commercial offerings beyond surgery into diagnostic endoluminal procedures enabling minimally invasive biopsies "
SYK,Stryker Corporation,Stryker Corporation,1941 Stryker Way,,Portage,MI,49002,United States,(269) 385-2600,https://www.stryker.com,Healthcare,Medical Devices,150571614208,165419237376,53000,USD,NYQ,52.304115,29.109388,0.85,0.914,406.19,329.16,"Stryker Corporation operates as a medical technology company. It operates through two segments, MedSurg and Neurotechnology, and Orthopaedics. The MedSurg and Neurotechnology segment offers surgical equipment, and surgical navigation systems, endoscopic and communications systems, patient handling, emergency medical equipment and intensive care disposable products, clinical communication and  artificial intelligence-assisted virtual care platform technology, minimally invasive products for the t"
REGN,"Regeneron Pharmaceuticals, Inc.","Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,,Tarrytown,NY,10591-6707,United States,914 847 7000,https://www.regeneron.com,Healthcare,Biotechnology,62272659456,56167424000,15182,USD,NMS,14.810941,12.967336,0.6,0.327,1210.97,476.49,"Regeneron Pharmaceuticals, Inc. discovers, invents, develops, manufactures, and commercializes medicines for treating various diseases worldwide. The company's products include EYLEA injection to treat wet age-related macular degeneration and diabetic macular edema; myopic choroidal neovascularization; diabetic retinopathy; neovascular glaucoma; and retinopathy of prematurity. It also provides Dupixent injection to treat atopic dermatitis and asthma in adults and pediatrics; Libtayo injection to"
XOM,Exxon Mobil Corporation,Exxon Mobil Corporation,22777 Springwoods Village Parkway,,Spring,TX,77389-1425,United States,972-940-6000,https://corporate.exxonmobil.com,Energy,Oil & Gas Integrated,478933483520,507315421184,61000,USD,NYQ,15.957386,14.27446,3.55,0.502,126.34,97.8,"Exxon Mobil Corporation engages in the exploration and production of crude oil and natural gas in the United States, Canada, the United Kingdom, Singapore, France, and internationally. It operates through Upstream, Energy Products, Chemical Products, and Specialty Products segments. The Upstream segment explores for and produces crude oil and natural gas. The Energy Products segment offers fuels, aromatics, and catalysts, as well as licensing services. The Chemical Products segment manufactures "
COP,ConocoPhillips,ConocoPhillips,925 North Eldridge Parkway,,Houston,TX,77079-2703,United States,281 293 1000,https://www.conocophillips.com,Energy,Oil & Gas E&P,122545995776,139398856704,11700,USD,NYQ,13.152815,12.219179,3.21,0.677,116.08,79.88,"ConocoPhillips explores for, produces, transports, and markets crude oil, bitumen, natural gas, liquefied natural gas (LNG), and natural gas liquids. The company operates in six segments: Alaska; Lower 48; Canada; Europe, Middle East and North Africa; Asia Pacific; and Other International. The company's portfolio includes unconventional plays in North America; conventional assets in North America, Europe, Asia, and Australia; global LNG developments; oil sands assets in Canada; and an inventory "
SLB,Schlumberger Limited,Schlumberger N.V.,5599 San Felipe,17th Floor,Houston,TX,77056,United States,713 513 2000,https://www.slb.com,Energy,Oil & Gas Equipment & Services,53483827200,58930110464,110000,USD,NYQ,12.279109,9.769754,3.23,1.039,46.16,31.11,"Schlumberger Limited engages in the provision of technology for the energy industry worldwide. The company operates through four divisions: Digital & Integration, Reservoir Performance, Well Construction, and Production Systems. The company provides field development and hydrocarbon production, carbon management, and integration of adjacent energy systems; reservoir interpretation and data processing services for exploration data; and well construction and production improvement services and pro"
BAC,Bank of America Corporation,Bank of America Corporation,Bank of America Corporate Center,100 North Tryon Street,Charlotte,NC,28255,United States,(704) 386-5681,https://www.bankofamerica.com,Financial Services,Banks - Diversified,371977027584,376823087104,213000,USD,NYQ,14.727273,13.721312,2.23,1.315,50.54,33.07,"Bank of America Corporation, through its subsidiaries, provides various financial products and services for individual consumers, small and middle-market businesses, institutional investors, large corporations, and governments worldwide. The company operates through four segments: Consumer Banking, Global Wealth & Investment Management (GWIM), Global Banking, and Global Markets. The Consumer Banking segment offers traditional and money market savings accounts, certificates of deposit and IRAs, c"
GS,"The Goldman Sachs Group, Inc.","Goldman Sachs Group, Inc. (The)",200 West Street,,New York,NY,10282,United States,212 902 1000,https://www.goldmansachs.com,Financial Services,Capital Markets,227007447040,-19097229312,45900,USD,NYQ,16.52104,18.04355,2.14,1.37,750.93,439.38,"The Goldman Sachs Group, Inc., a financial institution, provides a range of financial services for corporations, financial institutions, governments, and individuals in the Americas, Europe, the Middle East, Africa, and Asia. It operates through Global Banking & Markets, Asset & Wealth Management, and Platform Solutions segments. The Global Banking & Markets segment provides financial advisory services, including strategic advisory assignments related to mergers and acquisitions, divestitures, c"
MS,Morgan Stanley,Morgan Stanley,1585 Broadway,,New York,NY,10036,United States,212 761 4000,https://www.morganstanley.com,Financial Services,Capital Markets,237200146432,164834131968,80000,USD,NYQ,16.82786,18.737705,2.69,1.32,149.18,94.09,"Morgan Stanley, a financial holding company, provides various financial products and services to governments, financial institutions, and individuals in the Americas, Asia, Europe, Middle East, and Africa. The company operates through Institutional Securities, Wealth Management, and Investment Management segments. It offers capital raising and financial advisory services, including services related to the underwriting of debt, equity, and other securities, as well as advice on mergers and acquis"
BRK.B,,,,,,,,,,,,,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,
BLK,"BlackRock, Inc.","BlackRock, Inc.",50 Hudson Yards,,New York,NY,10001,United States,212 810 5300,https://www.blackrock.com,Financial Services,Asset Management,176264511488,182014836736,22700,USD,NYQ,27.514383,23.18269,1.83,1.432,1171.89,773.74,"BlackRock, Inc. is a privately owned investment manager. The firm primarily provides its services to institutional, intermediary, and individual investors including corporate, public, union, and industry pension plans, insurance companies, third-party mutual funds, endowments, public institutions, governments, foundations, charities, sovereign wealth funds, corporations, official institutions, and banks. It also provides global risk management and advisory services. The firm manages separate cli"
COST,Costco Wholesale Corporation,Costco Wholesale Corporation,999 Lake Drive,,Issaquah,WA,98027,United States,425 313 8100,https://www.costco.com,Consumer Defensive,Discount Stores,419573563392,410970718208,333000,USD,NMS,53.75568,48.074184,0.55,0.952,1078.23,867.16,"Costco Wholesale Corporation, together with its subsidiaries, engages in the operation of membership warehouses in the United States, Puerto Rico, Canada, Mexico, Japan, the United Kingdom, Korea, Australia, Taiwan, China, Spain, France, Iceland, New Zealand, and Sweden. The company offers branded and private-label products in a range of merchandise categories. It offers merchandise, such as sundries, dry groceries, candies, coolers, freezers, deli, liquor, and tobacco; appliances, electronics, "
